"NAMEHCR","RSSDHCR","RECORD_ID"
"WISCUB, INC.","0001202865","1,324,838,480"
"OAKFIELD BANCORP., INC.","0002736899","1,324,838,484"
"PINERIES BANKSHARES, INC.","0002514921","1,324,838,486"
"SBN COMMUNITY BANCORP, INC.","0003089314","1,324,838,489"
COMMUNITY STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,"0003195671","1,324,838,496"
RED LEVEL FINANCIAL CORPORATION,"0002944706","1,324,838,506"
"TOMBIGBEE BANCSHARES, INC.","0003346745","1,324,838,507"
"PIONEER BANKCORP, INC.","0002061162","1,324,838,511"
"CAPITAL CITY BANK GROUP, INC.","0001085509","1,324,838,513"
"AC BANCORP, INC.","0001406971","1,324,838,520"
"FIRST STATE BANCORPORATION, INC.","0003735152","1,324,838,521"
CITBA FINANCIAL CORPORATION,"0001207208","1,324,838,533"
"CITIZENS STATE BANCSHARES, INC.","0002146395","1,324,838,541"
"B BANK, INC.","0001143575","1,324,838,542"
"HOLYROOD BANCSHARES, INC.","0001062788","1,324,838,544"
"TOPEKA BANCORP, INC.","0005110605","1,324,838,548"
"FREDONIA VALLEY BANCORP, INC.","0002509507","1,324,838,551"
BATH COUNTY BANKING COMPANY,"0001071735","1,324,838,552"
"EDMONTON BANCSHARES, INC.","0001098031","1,324,838,557"
INDEPENDENT BANK CORP.,"0001136803","1,324,838,576"
OXFORD BANK CORPORATION,"0001249383","1,324,838,580"
"MATSON FINANCIAL, INC.","0002623551","1,324,838,583"
"OLMSTED BANCORPORATION, INC.","0001129001","1,324,838,584"
"MINNDAK BANCSHARES, INC.","0004203425","1,324,838,588"
"NEW RICHLAND BANCSHARES, INC.","0001487327","1,324,838,590"
"MIDWEST BANK GROUP, INC.","0001125580","1,324,838,591"
"KANDIYOHI BANCSHARES, INC.","0001125553","1,324,838,597"
"NORTHWESTERN BANCSHARES, INC.","0001126466","1,324,838,598"
"VERGAS BANCORPORATION, INC.","0002206842","1,324,838,599"
DOLPHIN FAMILY LIMITED PARTNERSHIP,"0003304343","1,324,838,602"
"SAINT PETER AGENCY, INC.","0001122824","1,324,838,608"
"VERNON CENTER BANCSHARES, INC.","0001127847","1,324,838,609"
"BROWNS VALLEY BANCSHARES, INC.","0001125544","1,324,838,613"
"HIGGINS BANCORPORATION, INC.","0002380948","1,324,838,617"
FIRST STATE BANK SOUTHWEST KSOP PLAN AND TRUST,"0002399678","1,324,838,618"
"WARROAD BANCSHARES, INC.","0001127986","1,324,838,621"
"KILMICHAEL BANCORP, INC.","0003097850","1,324,838,623"
"CB&T BANCSHARES, INC.","0002605249","1,324,838,624"
"PEOPLES COMMUNITY BANCORPORATION, INC.","0001416505","1,324,838,632"
HARRIS TAUBMAN FINANCIAL CORPORATION,"0002313049","1,324,838,634"
"BANCSHARES OF MISSOURI, INC.","0001059706","1,324,838,636"
"TRUSTCO BANKSHARES, INC.","0001063075","1,324,838,637"
"M1 BANCSHARES, INC.","0005115280","1,324,838,640"
"COUNTRY AGENCIES & INVESTMENTS, INC.","0001053339","1,324,838,642"
"COUNTRY AGENCIES & INVESTMENTS, INC.","0001053339","1,324,838,647"
"PLATTE VALLEY BANCORP, INC.","0004045027","1,324,838,654"
O & F CATTLE COMPANY,"0001051399","1,324,838,655"
DUROC INVESTMENT COMPANY,"0001053973","1,324,838,657"
BB&T CORPORATION,"0001074156","1,324,838,663"
MARBLEHEAD BANCORP,"0002375449","1,324,838,669"
"SAINT HENRY BANCORP, INC","0004001144","1,324,838,676"
ROCKY FINANCIAL CORPORATION,"0001063833","1,324,838,679"
"NOBLE BANCSHARES, INC.","0001050178","1,324,838,683"
"SSB HOLDINGS, INC.","0002410603","1,324,838,685"
"AMERICAN BANCORPORATION, INC.","0001052220","1,324,838,686"
"DIMECO, INC","0002065432","1,324,838,689"
"MID PENN BANCORP, INC.","0001944204","1,324,838,690"
"ANDERSON BANCSHARES, INC.","0001138197","1,324,838,709"
COMMERCIAL HOLDING COMPANY,"0001127182","1,324,838,713"
"FIRST STATE ASSOCIATES, INC.","0002410582","1,324,838,715"
LINCOLN INVESTMENT COMPANY,"0001122468","1,324,838,720"
F&M FINANCIAL CORPORATION,"0001138450","1,324,838,731"
"STEELE HOLDINGS, INC.","0004136046","1,324,838,733"
"RICE BANCSHARES, INC.","0003600399","1,324,838,737"
"BRISCOE RANCH, INC.","0001102451","1,324,838,741"
"HIGHLANDS BANKSHARES, INC.","0001131750","1,324,838,754"
"FS BANCSHARES, INC.","0001249691","1,324,838,757"
"PARTNERSHIP COMMUNITY BANCSHARES, INC.","0003552724","1,324,838,760"
"WOODFORD BANCSHARES, INC.","0002961347","1,324,838,763"
"PORTAGE COUNTY BANCSHARES, INC.","0001141133","1,324,838,764"
"SECURITY BANK SHARES, INC.","0001128497","1,324,838,767"
NEB CORPORATION,"0001202052","1,324,838,782"
"CORNERSTONE FINANCIAL SERVICES, INC.","0003217537","1,324,838,783"
"P & C BANK SHARES, INC.","0001081529","1,324,838,803"
PEOPLES FINANCIAL CORPORATION,"0002128896","1,324,838,806"
NAPOLEON BANCORP,"0001210525","1,324,838,822"
"OHNWARD BANCSHARES, INC.","0001200311","1,324,838,828"
FIDELITY COMPANY,"0001203778","1,324,838,831"
LEIGHTON INVESTMENT COMPANY,"0001137172","1,324,838,834"
"LOWDEN BANCSHARES, INC.","0001140846","1,324,838,836"
LIBERTY BANCORPORATION,"0001204784","1,324,838,837"
"TALEN, INC.","0001202333","1,324,838,838"
FIRST COMMUNITY BANCSHARES CORP.,"0001990096","1,324,838,841"
"GARRETT BANCSHARES, LTD.","0001205044","1,324,838,843"
"MID AMERICA BANKS, INC.","0001247905","1,324,838,847"
COMMERCIAL GRAYSON BANCSHARES INC.,"0001071810","1,324,838,851"
"HART BANCSHARES, INC.","0001118836","1,324,838,857"
"COMMONWEALTH BANCSHARES, INC.","0001118948","1,324,838,858"
SHELBY FINANCIAL CORPORATION,"0001493001","1,324,838,862"
"UNIVERSAL FINANCIAL SERVICES, INC.","0002387152","1,324,838,863"
"STEARNS FINANCIAL SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0002295837","1,324,838,864"
"FIRST LEROY BANCORPORATION, INC.","0001128899","1,324,838,866"
"MARINE BANCSHARES, INC.","0002734028","1,324,838,867"
"FARMERS & MERCHANTS AGENCY, INC.","0001123791","1,324,838,869"
"ROSEAU REALTY CO., INC.","0002613589","1,324,838,871"
"215 HOLDING CO.","0001247576","1,324,838,872"
"SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","0003348011","1,324,838,873"
"UNDERWOOD BANCSHARES, INC.","0001128385","1,324,838,878"
"SECURITY FINANCIAL SERVICES, INC.","0001128817","1,324,838,879"
"KERKHOVEN BANCSHARES, INC.","0001124435","1,324,838,880"
"INDEPENDENT BANCSHARES, INC.","0002466235","1,324,838,887"
"ELYSIAN, INC.","0001128947","1,324,838,888"
"PSB FINANCIAL SHARES, INC.","0001495797","1,324,838,893"
NORBANC GROUP INC.,"0001128424","1,324,838,896"
"CROOKSTON FINANCIAL SERVICES, INC.","0001126907","1,324,838,898"
"CYRUS BANCSHARES, INC.","0002752125","1,324,838,899"
"FINANCIAL SERVICES OF LOWRY, INC.","0001127016","1,324,838,904"
"EMPIRE BANCSHARES, INC.","0001124930","1,324,838,910"
"COMMERCE BANCSHARES, INC.","0002452630","1,324,838,914"
"VERMILLION BANCSHARES, INC.","0001128581","1,324,838,915"
"CITIZENS BANCSHARES OF HUTCHINSON, INC.","0001121966","1,324,838,918"
GOOSE RIVER HOLDING COMPANY,"0001123803","1,324,838,925"
"WATFORD CITY BANCSHARES, INC.","0001135048","1,324,838,932"
"AMERICAN BANCOR, LTD.","0001133781","1,324,838,933"
BEALL BANCSHARES INC.,"0004412151","1,324,838,934"
"BEULAH BANCORPORATION, INC.","0001919976","1,324,838,936"
OLD FORT BANKING COMPANY EMPLOYEE STOCK OWNERSHIP AND 401-K PLAN,"0004902465","1,324,838,938"
"MUSKINGUM VALLEY BANCSHARES, INC.","0001071856","1,324,838,942"
"FARMMERC, INC.","0001249909","1,324,838,953"
"SECURITY BANCORP OF TENNESSEE, INC.","0001135374","1,324,838,963"
FIRST VOLUNTEER CORPORATION,"0001081716","1,324,838,964"
"MOSCOW BANCSHARES, INC.","0001099896","1,324,838,965"
"SECURITY BANCORP OF TENNESSEE, INC.","0001135374","1,324,838,969"
CITIZENS OF GRAINGER COUNTY CORPORATION,"0001085992","1,324,838,971"
"SEVIER COUNTY BANCSHARES, INC.","0001086458","1,324,838,972"
"CSB&T BANCORP, INC.","0003602227","1,324,838,973"
SPECTOR HOLDINGS LIMITED PARTNERSHIP,"0003037566","1,324,838,979"
"PALMER BANCSHARES, INC.","0002251132","1,324,838,980"
"OAKWOOD BANCSHARES, INC.","0005008971","1,324,838,983"
SCHERTZ BANCSHARES CORPORATION,"0001105443","1,324,838,986"
"AMTEX BANCSHARES, INC.","0001131899","1,324,838,987"
"CROWELL BANCSHARES, INC.","0001894998","1,324,838,993"
"HAPPY BANCSHARES, INC.","0001843062","1,324,838,998"
C&F FINANCIAL CORPORATION,"0002183493","1,324,839,002"
"BANNER BANCORP, LTD","0001207691","1,324,839,009"
"ADVANTAGE COMMUNITY BANCSHARES, INC.","0003155273","1,324,839,010"
"BANCORP OF NEW GLARUS, INC.","0002339544","1,324,839,012"
"OOSTBURG BANCORP, INC.","0002128944","1,324,839,014"
"F & M BANKSHARES, INC.","0001204300","1,324,839,016"
"FIRST BANCORPORATION, INC.","0001842935","1,324,839,017"
"WAUMANDEE BANCSHARES, LTD.","0002892067","1,324,839,018"
FIRST PIONEER BANK CORP.,"0001062528","1,324,839,019"
"GRAYMONT BANCORP, INC.","0001718209","1,324,839,031"
FSBO HOLDINGS INC,"0002705091","1,324,839,034"
"RARITAN STATE BANCORP, INC.","0002267982","1,324,839,035"
"VILLAGE BANCSHARES, INC","0002746094","1,324,839,036"
AGRICULTURAL BANKING CORPORATION,"0001247624","1,324,839,042"
"MOUNT STERLING BANCORP, INC","0002735931","1,324,839,051"
"T & C BANCORP, INC.","0001095816","1,324,839,053"
"BARKER BROTHERS, INC.","0002513250","1,324,839,055"
"ADMIRAL FAMILY BANKS, INC.","0002357575","1,324,839,056"
"GIFFORD BANCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0001916920","1,324,839,058"
HUTSONVILLE BANC CORP.,"0001096390","1,324,839,060"
"CAMP GROVE BANCORP, INC.","0001206649","1,324,839,061"
"ISB BANCSHARES, INC.","0002067771","1,324,839,063"
FIRST LENA CORPORATION,"0001208148","1,324,839,064"
KELLONTO BANKSHARES CORP.,"0001206210","1,324,839,073"
COUNTRY BANCORPORATION,"0001203910","1,324,839,076"
MOUNT VERNON BANCORP.,"0001140912","1,324,839,077"
SAC CITY LIMITED,"0001203488","1,324,839,080"
FSB BANCORP,"0001889846","1,324,839,083"
"G. S. BANCSHARES, INC.","0001051504","1,324,839,085"
"BEUTLER, INC.","0001059591","1,324,839,086"
JOHN R TURNER HOLDING COMPANY,"0002753869","1,324,839,095"
"CITIZENS BANCORP OF MOREHEAD INCORPORATED, THE","0001071865","1,324,839,098"
"EXCHANGE BANCSHARES, INC.","0001106525","1,324,839,106"
CALDWELL HOLDING COMPANY,"0001108985","1,324,839,107"
CATAHOULA HOLDING COMPANY,"0001109722","1,324,839,108"
"WINNSBORO BANCSHARES, INC.","0001107081","1,324,839,109"
"MINNESOTA COMMUNITY BANCSHARES, INC.","0004523440","1,324,839,125"
"CARLSON BANKSHARES, INC.","0001128451","1,324,839,131"
"FIRST SOUTHEASTERN BANC GROUP, INC.","0001137510","1,324,839,140"
"CITIZENS STATE AGENCY OF TYLER, INC.","0001123287","1,324,839,146"
FIRST STATE CAPITAL CORPORATION,"0001100028","1,324,839,149"
"FRANKLIN BANCSHARES, INC.","0003674215","1,324,839,153"
"COMMUNITY FIRST BANCSHARES, INC.","0002587411","1,324,839,154"
"WASHCO BANCSHARES, INC.","0001119525","1,324,839,161"
"BETHANY BANKSHARES, INC.","0001905009","1,324,839,168"
"HAWTHORN BANCSHARES, INC","0002038409","1,324,839,169"
"C.S. BANCSHARES, INC.","0001138786","1,324,839,172"
BOR BANCORP,"0003468209","1,324,839,175"
"PINNACLE BANCORP, INC.","0001053272","1,324,839,180"
STEINAUER BANCORP,"0002847665","1,324,839,181"
"CENTRAL BANCSHARES, INC.","0001050495","1,324,839,183"
WILLIAMS FINANCIAL CORP.,"0001053311","1,324,839,184"
"TRI VALLEY BANCSHARES, INC.","0003952940","1,324,839,186"
"MACKEY BANCO, INC.","0002332620","1,324,839,188"
S. & S. INVESTMENT COMPANY,"0001051054","1,324,839,189"
AMERICAN EXCHANGE COMPANY,"0001061950","1,324,839,192"
"ANDOVER BANCORP, INC.","0001071913","1,324,839,202"
"MABREY BANCORPORATION, INC.","0002052777","1,324,839,205"
"SKIATOOK BANCSHARES, INC.","0001133129","1,324,839,209"
"HYDRO BANCSHARES, INC.","0001057168","1,324,839,211"
"MUNCY BANK FINANCIAL, INC.","0001364035","1,324,839,215"
"MIFFLINBURG BANCORP, INC.","0001137042","1,324,839,219"
"BSA BANKSHARES, INC.","0003179662","1,324,839,230"
"FIRST STATE BANCSHARES OF YOAKUM, INC.","0001107812","1,324,839,232"
"ENTEX BANCSHARES, INC.","0001108994","1,324,839,239"
"BOZKA INVESTMENTS, LTD.","0003584293","1,324,839,240"
"PB HOLDINGS OF MARSHFIELD, LLC","0002523231","1,324,839,248"
NORTHERN FINANCIAL CORPORATION,"0001121724","1,324,839,255"
"ISB BANCORP, INC.","0004361361","1,324,839,261"
"STATELINE COMMUNITY BANCSHARES, INC.","0001975468","1,324,839,263"
"CAMPBELL HILL BANCSHARES, INC.","0001427387","1,324,839,269"
"PRAIRIE STATE BANCORP, INC.","0001427529","1,324,839,271"
"ARTHUR R. MURRAY, INC.","0001201390","1,324,839,272"
PERRY COUNTY BANCORP INC.,"0001099748","1,324,839,273"
"VAN ORIN BANCORP, INC.","0002795140","1,324,839,276"
"MAIN STREET BANCSHARES, INCORPORATED","0004625595","1,324,839,282"
"CLAY COUNTY STATE BANCSHARES, INC.","0003390159","1,324,839,287"
"CARBONDALE INVESTMENT CORPORATION, THE","0001096774","1,324,839,290"
"PETEFISH, SKILES BANCSHARES, INC.","0002728652","1,324,839,291"
"FIRST TRUST HOLDINGS, INC., THE","0002251776","1,324,839,292"
"CBC FINANCIAL, INC.","0005164626","1,324,839,299"
"BUENA VISTA BANCORP, INC.","0001399578","1,324,839,300"
"CLAY CITY BANK SHARES, INC","0002576415","1,324,839,301"
"TOMPKINS BANCORP, INC.","0001491388","1,324,839,302"
"WEST CENTRAL BANCSHARES, INC.","0001129944","1,324,839,306"
"BEMENT BANCSHARES, INC.","0001205923","1,324,839,307"
"ANDERSON BANCORP, INC.","0001210114","1,324,839,310"
"MURPHY-WALL BANCORP, INC.","0002232748","1,324,839,311"
"TRI-COUNTY BANCSHARES, INC","0003122837","1,324,839,318"
"WATERMAN BANCSHARES, INC.","0001141179","1,324,839,323"
"MINIER FINANCIAL, INC. EMPLOYEE STOCK OWNERSHIP PLAN W/401(K) PROVISIONS","0003421446","1,324,839,324"
"SCOTT MORGAN BANCORP, INC.","0003917873","1,324,839,328"
"FIRST ELDORADO BANCSHARES, INC.","0001491481","1,324,839,330"
"FARMERS AND TRADERS BANCORPORATION, INC.","0001209659","1,324,839,339"
"STATE CENTER FINANCIAL, INC.","0001203769","1,324,839,345"
"GUARANTY, INC.","0001064009","1,324,839,348"
COLUMBUS CORP.,"0001061099","1,324,839,353"
GRANT COUNTY BANK EMPLOYEE STOCK OWNERSHIP PLAN,"0003636316","1,324,839,354"
"BERN BANCSHARES, INC.","0001065190","1,324,839,355"
"FIDELITY BANC CORPORATION, DODGE CITY, KANSAS","0001060234","1,324,839,356"
"MSB BANKSHARES, INC.","0002962344","1,324,839,362"
"FINLAYSON BANCSHARES, INC.","0001126037","1,324,839,376"
"COUNTRY BANKERS, INC.","0001992335","1,324,839,377"
FARMERS STATE CORPORATION,"0001123885","1,324,839,378"
JANESVILLE HOLDING COMPANY,"0001124284","1,324,839,379"
"WILCOX BANCSHARES, INC.","0001125245","1,324,839,381"
"KANDI BANCSHARES, INC.","0001125647","1,324,839,383"
"F & M FINANCIAL SERVICES, INC.","0001122178","1,324,839,385"
"RANDALL BANCORP, INC.","0002359869","1,324,839,386"
"NORTH STATE BANCSHARES, INC.","0002130303","1,324,839,388"
"ALLIANCE FINANCIAL SERVICES, INC.","0001127146","1,324,839,390"
CNB FINANCIAL CORPORATION,"0001246494","1,324,839,393"
"EITZEN INDEPENDENTS, INC.","0001127687","1,324,839,396"
"LAKE BANK SHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0002728438","1,324,839,399"
"STEARNS FINANCIAL SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0002295837","1,324,839,403"
"LAKE CENTRAL FINANCIAL, INC.","0004035943","1,324,839,404"
"BIGFORK BANCSHARES, INC.","0001990087","1,324,839,405"
"INDEPENDENT BANCSHARES, INC.","0002466235","1,324,839,411"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,839,413"
MARGARET PARKER PLATTER CHARITABLE TRUST,"0005013694","1,324,839,415"
FARMERS FINANCIAL CORPORATION,"0002973779","1,324,839,416"
PRAIRIE BANCSHARES CORPORATION,"0001126493","1,324,839,423"
PEAPACK-GLADSTONE FINANCIAL CORPORATION,"0002651590","1,324,839,435"
"FIRST CITIZENS BANCSHARES, INC.","0001075612","1,324,839,441"
FULTON FINANCIAL CORPORATION,"0001117129","1,324,839,457"
SOMERSET TRUST HOLDING COMPANY,"0002914857","1,324,839,459"
"S&T BANCORP, INC.","0001071397","1,324,839,466"
LINCOLN HOLDING COMPANY,"0001496244","1,324,839,468"
"MESQUITE FINANCIAL SERVICES, INC.","0002314260","1,324,839,484"
"TURNER BANCSHARES, INC.","0004665322","1,324,839,497"
TRANSPECOS FINANCIAL CORP.,"0002649588","1,324,839,499"
"BROWNSBORO BANCSHARES, INC.","0003306561","1,324,839,501"
"BAY BANKS OF VIRGINIA, INC.","0002560665","1,324,839,511"
FIRST COMMUNITY BANCSHARES CORP.,"0001990096","1,324,839,524"
"WHITEWATER BANCORP., INC.","0001203536","1,324,839,527"
"MILTON BANCSHARES, INC.","0002342722","1,324,839,529"
"BONDUEL BANCORP, INC.","0001839252","1,324,839,531"
SWORD FINANCIAL CORPORATION,"0001202883","1,324,839,532"
"HOME BANCSHARES, INC.","0001491409","1,324,839,536"
MCGEHEE BANK EMPLOYEE STOCK OWNERSHIP PLAN THE,"0003487965","1,324,839,537"
SMITH ASSOCIATED BANKING CORPORATION,"0001098004","1,324,839,538"
"WYATT BANCSHARES, INC.","0001246618","1,324,839,543"
"LINDOE, INC.","0001052387","1,324,839,549"
"SWAINSBORO BANKSHARES, INC.","0001976607","1,324,839,572"
FARMERS STATE HOLDING CORP.,"0002321398","1,324,839,576"
"UNITED COMMUNITY BANCORP, INC.","0001097182","1,324,839,578"
"ST. PETER BANCSHARES, INC.","0002294634","1,324,839,579"
"F.N.B.C. OF LA GRANGE, INC.","0001201532","1,324,839,582"
"PIKE BANCORP, INC.","0001118966","1,324,839,583"
"FGH BANCORP, INC.","0002527024","1,324,839,585"
"BEMENT BANCSHARES, INC.","0001205923","1,324,839,586"
IUKA BANCSHARES INC,"0003217180","1,324,839,590"
PRAIRIELAND BANCORP EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,"0002397366","1,324,839,595"
MERCHANTS BANCORP,"0003530786","1,324,839,599"
"ASHTON BANCSHARES, INC.","0001250419","1,324,839,608"
"GRINNELL BANCSHARES, INC.","0001208157","1,324,839,611"
VAN BUREN BANCORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,"0002139708","1,324,839,612"
"DUCLARKEE, INC.","0001200357","1,324,839,613"
COUNTRY BANCORPORATION,"0001203910","1,324,839,615"
SAN BANCORP,"0001202922","1,324,839,616"
"BEDFORD LOAN AND DEPOSIT BANCORP, INC.","0002513214","1,324,839,618"
"FIRST COMMERCE BANCORP, INC.","0002909170","1,324,839,620"
"FENTURA FINANCIAL, INC.","0001248818","1,324,839,645"
HCB FINANCIAL CORP.,"0001136287","1,324,839,646"
VALLEY PREMIER BANK EMPLOYEE STOCK OWNERSHIP PLAN & TRUST,"0002161437","1,324,839,647"
"RUSHFORD STATE BANCORP, INC.","0001132195","1,324,839,648"
"CATTAIL BANCSHARES, INC.","0001133549","1,324,839,650"
"WELCOME BANCSHARES, INC.","0001126073","1,324,839,652"
TATE FINANCIAL CORPORATION,"0001119589","1,324,839,657"
YAZOO CAPITAL CORPORATION,"0001083402","1,324,839,663"
MARSHALL FINANCIAL CORPORATION,"0001119619","1,324,839,664"
SOUTHEAST ARKANSAS BANK CORPORATION,"0001137033","1,324,839,671"
"M & F BANCORP, INC.","0001995523","1,324,839,672"
"BANCORP OF LUCEDALE, INC.","0002468275","1,324,839,674"
"FRIENDSHIP BANCSHARES, INC.","0001978151","1,324,839,682"
"FARMERS BANCSHARES, INC.","0001416925","1,324,839,685"
"BANCSHARES OF GLASGOW, INC.","0001064979","1,324,839,688"
"BANC 60, INC.","0001095870","1,324,839,689"
"THAYER AGENCY, INC.","0001058932","1,324,839,695"
C.S.B. CO.,"0001055696","1,324,839,701"
"CBC, INC.","0001106628","1,324,839,709"
"INBANKSHARES, CORP","0005199776","1,324,839,710"
"GLENVILLE BANK HOLDING COMPANY, INC.","0003471889","1,324,839,712"
"FIDELITY BANCSHARES (N.C.), INC.","0001249002","1,324,839,716"
"OLIVER BANCORPORATION, INC.","0001127409","1,324,839,724"
CHICKASAW BANC HOLDING COMPANY,"0003045721","1,324,839,725"
"B.O.E. BANCSHARES, INC.","0001065172","1,324,839,726"
"KREMLIN BANCSHARES, INC.","0002552334","1,324,839,729"
"MURPHY-PAYNE INVESTMENTS, LTD.","0002904960","1,324,839,750"
"ALLIANCE BANCSHARES, INC.","0002127068","1,324,839,754"
"BANK OF SOUTHSIDE VIRGINIA CORPORATION, THE","0001076105","1,324,839,762"
"BOSCOBEL BANCORP, INC.","0001492291","1,324,839,772"
"NORTHERN WISCONSIN BANK HOLDING COMPANY, INC.","0001128189","1,324,839,777"
"HOMETOWN BANCORP, LTD.","0002628453","1,324,839,779"
"INDEPENDENT BANCORP., LIMITED","0002511313","1,324,839,782"
"GREENWOODS FINANCIAL GROUP, INC.","0003618536","1,324,839,794"
PSB CORPORATION,"0001210468","1,324,839,801"
D.L. EVANS BANCORP,"0002242523","1,324,839,817"
"PIPER BANKSHARES, INC.","0001398991","1,324,839,818"
"FORREST BANCSHARES, INC.","0001207981","1,324,839,819"
"CENTRAL BANC, INC.","0001492273","1,324,839,820"
"FORESIGHT FINANCIAL GROUP, INC.","0001137453","1,324,839,821"
"WB BANCORP, INC.","0001207459","1,324,839,824"
"ALPHA BANCO, INC.","0001205192","1,324,839,828"
ABC EMPLOYEE STOCK OWNERSHIP PLAN,"0002037550","1,324,839,829"
ASB MANAGEMENT CORP,"0002861616","1,324,839,830"
"CHERRY BANCORPORATION, INC.","0001246403","1,324,839,834"
GOODFIELD FINANCIAL CORPORATION,"0003154333","1,324,839,841"
"SHELBY COUNTY BANCORP, INC.","0001138058","1,324,839,844"
ILLINOIS HOLDING CO.,"0001204083","1,324,839,848"
TEUTOPOLIS HOLDING COMPANY,"0001928615","1,324,839,849"
"BANCORP OF RANTOUL, INC.","0001138526","1,324,839,851"
"FIRST BANCORP, INC.","0001142297","1,324,839,852"
"LIBERTY BANCORPORATION, INC.","0001100297","1,324,839,856"
"NBE BANCSHARES, INC.","0001207178","1,324,839,862"
"CIB MARINE BANCSHARES, INC.","0001139532","1,324,839,864"
"FARMINGTON BANCORP, INC.","0001491717","1,324,839,866"
"HOMETOWN FINANCIAL GROUP, INC.","0002494153","1,324,839,867"
"ORION BANCORPORATION, INC.","0001210048","1,324,839,871"
"HIGH POINT FINANCIAL SERVICES, INC.","0001916948","1,324,839,872"
"S & H HOLDINGS, INC.","0001205062","1,324,839,874"
FARMERS HOLDING COMPANY,"0001099793","1,324,839,875"
KAMPSVILLE BANCSHARES INC,"0003210369","1,324,839,877"
